7.999999821186065674e-02,3.568247854709625244e-01,5.648157000541687012e-02,3.816053867340087891e-01,9.038253128528594971e-02,4.514228105545043945e-01,5.000000000000000000e+00
7.804878056049346924e-02,4.883315861225128174e-01,1.261471062898635864e-01,3.319413959980010986e-01,2.893939018249511719e-01,7.101231813430786133e-01,2.000000000000000000e+00
4.975609853863716125e-02,2.255232036113739014e-01,1.507592052221298218e-01,4.788239002227783203e-01,3.457348048686981201e-02,2.035014033317565918e-01,2.000000000000000000e+00
8.390244096517562866e-02,1.094055995345115662e-01,7.971441745758056641e-02,4.205302000045776367e-01,2.288881987333297729e-01,4.993407130241394043e-01,5.000000000000000000e+00
5.463415011763572693e-02,2.720412015914916992e-01,3.034668862819671631e-01,1.271101981401443481e-01,3.071717917919158936e-01,2.171142995357513428e-01,2.000000000000000000e+00
6.341463327407836914e-02,4.732084870338439941e-01,4.591794908046722412e-01,1.155797019600868225e-01,2.658509016036987305e-01,3.015801012516021729e-01,5.000000000000000000e+00
4.780488088726997375e-02,1.248508989810943604e-01,5.837082117795944214e-02,4.565339088439941406e-01,7.177122682332992554e-02,8.081276714801788330e-02,3.000000000000000000e+00
6.048779934644699097e-02,1.378643959760665894e-01,1.226774044334888458e-02,4.759413897991180420e-01,1.567613929510116577e-01,4.666765928268432617e-01,5.000000000000000000e+00
5.073171108961105347e-02,1.911147981882095337e-01,1.215770989656448364e-01,5.170649886131286621e-01,8.501382172107696533e-02,3.278571963310241699e-01,2.000000000000000000e+00
7.219512015581130981e-02,8.574505150318145752e-02,9.503885358572006226e-02,2.298063039779663086e-01,2.017932981252670288e-01,1.937180012464523315e-01,1.000000000000000000e+00
5.756098031997680664e-02,3.403802961111068726e-02,5.208452045917510986e-02,3.409267961978912354e-01,6.289980839937925339e-03,1.047120019793510437e-01,1.000000000000000000e+00
4.682926833629608154e-02,2.880834043025970459e-01,4.016467928886413574e-01,6.786534190177917480e-01,1.659734994173049927e-01,2.455938011407852173e-01,2.000000000000000000e+00
5.560975894331932068e-02,2.182893007993698120e-01,8.943911641836166382e-02,5.859264135360717773e-01,5.585379898548126221e-03,8.042818307876586914e-02,1.000000000000000000e+00
7.024390250444412231e-02,5.072175860404968262e-01,2.397499978542327881e-01,4.005900919437408447e-01,3.358274996280670166e-01,9.120221138000488281e-01,5.000000000000000000e+00
5.073171108961105347e-02,1.118782013654708862e-01,9.184212982654571533e-02,1.635292023420333862e-01,1.793460994958877563e-01,3.259555101394653320e-01,2.000000000000000000e+00
5.268292874097824097e-02,4.321897923946380615e-01,1.532911062240600586e-01,8.636912107467651367e-01,8.493773639202117920e-02,4.759416878223419189e-01,2.000000000000000000e+00
2.448780983686447144e-01,2.811897099018096924e-01,1.233566030859947205e-01,5.624629855155944824e-01,7.227879762649536133e-01,6.038911938667297363e-01,4.000000000000000000e+00
2.146341949701309204e-01,5.350642204284667969e-01,2.234459966421127319e-01,2.168278992176055908e-01,3.798565864562988281e-01,1.794832944869995117e-01,4.000000000000000000e+00
7.902438938617706299e-02,4.800423085689544678e-01,4.101933911442756653e-02,2.841376960277557373e-01,1.685567051172256470e-01,5.393418073654174805e-01,4.000000000000000000e+00
8.097560703754425049e-02,4.004082083702087402e-01,2.381649054586887360e-02,7.174577713012695312e-01,1.384318023920059204e-01,4.045112133026123047e-01,4.000000000000000000e+00
